,id,0,1,2,3,4,5,6,7,8,9,10
0,ՀԿ_41,,ՎՈԼՈԴՅԱ ՍԻՄՈՆՅԱՆ ՄՈՒՇԵՂԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՇԻՐԱԿ ԵՐԱԶԳԱՎՈՐՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1995-06-29,Այլ,Այո
1,ՀԿ_41,,ՎՈԼՈԴՅԱ ՍԻՄՈՆՅԱՆ ՄՈՒՇԵՂԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՇԻՐԱԿ ԵՐԱԶԳԱՎՈՐՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,2002-07-01,Այլ,Այո
2,ՀԿ_41,,ՎՈԼՈԴՅԱ ՍԻՄՈՆՅԱՆ ՄՈՒՇԵՂԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՇԻՐԱԿ ԵՐԱԶԳԱՎՈՐՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,2002-07-01,Այլ,Այո
3,ՀԿ_41,,ՎՈԼՈԴՅԱ ՍԻՄՈՆՅԱՆ ՄՈՒՇԵՂԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ՇԻՐԱԿ ԵՐԱԶԳԱՎՈՐՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,2002-07-01,Այլ,Այո
4,ՀԿ_41,,ՎՈԼՈԴՅԱ ՍԻՄՈՆՅԱՆ ՄՈՒՇԵՂԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ՔԱՍԱԽ,Պաշտպանված,Պաշտպանված Պաշտպանված,2021-05-06,Գնում,Այո
5,ՀԿ_40,,ՍԵՐԳԵՅ ԱՌԱՔԵԼՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",բաժնային սեփականություն,1/6,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՋԱՓՆՅԱԿ,Պաշտպանված,Պաշտպանված Պաշտպանված,1994-06-09,Ժառանգություն,Այո
6,ՀԿ_39,,ՍԱՐԳԻՍ ՆԱԶԱՐՅԱՆ ՄԿՐՏԻՉԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ԴԱԼԱՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2000--,Ժառանգություն,Այո
7,ՀԿ_39,,ՍԱՐԳԻՍ ՆԱԶԱՐՅԱՆ ՄԿՐՏԻՉԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ԴԱԼԱՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2000--,Ժառանգություն,Այո
8,ՀԿ_38,,ՆԻԿՈԼԱՅ ԲԱՐՍԵՂՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԿԵՆՏՐՈՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2003-04-30,Գնում,Այո
9,ՀԿ_38,,ՆԻԿՈԼԱՅ ԲԱՐՍԵՂՅԱՆ ԳԱԳԻԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Ռուսաստանի Դաշնություն Մոսկվա Մեշենսկի,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-11-08,Գնում,Այո
10,ՀԿ_38,,ՆԻԿՈԼԱՅ ԲԱՐՍԵՂՅԱՆ ԳԱԳԻԿԻ,"Ավտոտնակը (տրանսպորտային միջոցների կայանման համար հողամասի վրա կառուցված առանձին շինությունը), ավտոհանգրվանը,ավտոկայանատեղին",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-02-19,Գնում,Այո
11,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,"Հայաստանի Հանրապետության օրենսդրության համաձայն նոր կառուցված, ձեռք բերված և անշարժ գույքի կադաստր վարող լիազոր մարմնի կողմից հաշվառված ու գնահատված այն շինությունները, որոնք դեռևս չեն ստացել իրավունքների պետական գրանցում, ինչպես նաև սեփականության կամ հողօգտագործման իրավունք ունեցող անձանց կողմից այդ հողամաuի վրա ինքնակամ կառուցված շենքերը և շինությունները, այդ թվում՝ բազմաբնակարան շենքերում կամ շենքերին կից ինքնակամ կառույցները:",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,2002-04-10,Այլ,Այո
12,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,"Հասարակական նշանակության շինությունը (բնակչության սոցիալական սպասարկման, ինչպես նաև վարչական ու հասարակական կազմակերպությունների տեղակայման համար նախատեսված շինությունը)",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՇԵՆԳԱՎԻԹ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-08-05,Գնում,Այո
13,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
14,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
15,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
16,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
17,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
18,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԳԵՂԱՐՔՈՒՆԻՔ ԵՐԱՆՈՍ,Պաշտպանված,Պաշտպանված Պաշտպանված,1992-05-11,Այլ,Այո
19,ՀԿ_37,,ՎԱՀԵ ԽԱՉԱՏՐՅԱՆ ԷՄԱՆՈՒԵԼԻ,"Ավտոտնակը (տրանսպորտային միջոցների կայանման համար հողամասի վրա կառուցված առանձին շինությունը), ավտոհանգրվանը,ավտոկայանատեղին",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՇԵՆԳԱՎԻԹ,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-02-16,Գնում,Այո
20,ՀԿ_36,,ՎԱՀԵ ՄԱՐՏԻՐՈՍՅԱՆ ՌԱՖԻԿԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ԲՅՈՒՐԱԿԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2015-03-25,Այլ,Այո
21,ՀԿ_36,,ՎԱՀԵ ՄԱՐՏԻՐՈՍՅԱՆ ՌԱՖԻԿԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ԲՅՈՒՐԱԿԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-10-25,Այլ,Այո
22,ՀԿ_36,,ՎԱՀԵ ՄԱՐՏԻՐՈՍՅԱՆ ՌԱՖԻԿԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ԲՅՈՒՐԱԿԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-10-25,Այլ,Այո
23,ՀԿ_35,,ՍԱՇԻԿ ԱՎԵՏԻՍՅԱՆ ԱՐԱՄԻ,"Հայաստանի Հանրապետության օրենսդրության համաձայն նոր կառուցված, ձեռք բերված և անշարժ գույքի կադաստր վարող լիազոր մարմնի կողմից հաշվառված ու գնահատված այն շինությունները, որոնք դեռևս չեն ստացել իրավունքների պետական գրանցում, ինչպես նաև սեփականության կամ հողօգտագործման իրավունք ունեցող անձանց կողմից այդ հողամաuի վրա ինքնակամ կառուցված շենքերը և շինությունները, այդ թվում՝ բազմաբնակարան շենքերում կամ շենքերին կից ինքնակամ կառույցները:",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ՄՐԳԱՎԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,1991--,Ժառանգություն,Այո
24,ՀԿ_35,,ՍԱՇԻԿ ԱՎԵՏԻՍՅԱՆ ԱՐԱՄԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ՄՐԳԱՎԱՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,1991--,Ժառանգություն,Այո
25,ՀԿ_34,,ՍՄԲԱՏ ՄԽԻԹԱՐՅԱՆ ԱՏՈՄԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2021-06-24,Գնում,Այո
26,ՀԿ_34,,ՍՄԲԱՏ ՄԽԻԹԱՐՅԱՆ ԱՏՈՄԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՐ ՆՈՐՔ,Պաշտպանված,Պաշտպանված Պաշտպանված,2013-11-21,Գնում,Այո
27,ՀԿ_32,,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՒԲԱՐԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2001-03-20,Գնում,Այո
28,ՀԿ_32,,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՒԲԱՐԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-07-06,Նվիրատվություն,Այո
29,ՀԿ_32,,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՒԲԱՐԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2006-08-08,Գնում,Այո
30,ՀԿ_32,,ՄՈՒՇԵՂ ԲԱԲԱՅԱՆ ԱՎԵՏԻՔԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՒԲԱՐԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2006-08-09,Գնում,Այո
31,ՀԿ_31,,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2005-04-08,Նվիրատվություն,Այո
32,ՀԿ_31,,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2013-12-17,Գնում,Այո
33,ՀԿ_31,,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2021-07-26,Գնում,Այո
34,ՀԿ_31,,ՍԱՍՈՒՆ ԽԱՉԱՏՐՅԱՆ ՄՀԵՐԻ,"Բազմաբնակարան շենքի ոչ բնակելի տարածքը (բազմաբնակարան շենքում բնակարան, հասարակական, արտադրական նշանակության շինություն չհամարվող, իրավունքների պետական գրանցումն իրականացնող լիազորված մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-01-29,Գնում,Այո
35,ՀԿ_30,,ԼԻԱՆԱ ՍԱՆԹՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՆՈՐ ՆՈՐՔ,Պաշտպանված,Պաշտպանված Պաշտպանված,2018-11-21,Գնում,Այո
36,ՀԿ_29,,ՀՈՎՀԱՆՆԵՍ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՄՈՒՇԵՂԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-09-09,Գնում,Այո
37,ՀԿ_29,,ՀՈՎՀԱՆՆԵՍ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՄՈՒՇԵՂԻ,Ավտոկայանատեղի,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԱՐԱԲԿԻՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-09-09,Գնում,Այո
38,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,"Հայաստանի Հանրապետության օրենսդրության համաձայն նոր կառուցված, ձեռք բերված և անշարժ գույքի կադաստր վարող լիազոր մարմնի կողմից հաշվառված ու գնահատված այն շինությունները, որոնք դեռևս չեն ստացել իրավունքների պետական գրանցում, ինչպես նաև սեփականության կամ հողօգտագործման իրավունք ունեցող անձանց կողմից այդ հողամաuի վրա ինքնակամ կառուցված շենքերը և շինությունները, այդ թվում՝ բազմաբնակարան շենքերում կամ շենքերին կից ինքնակամ կառույցները:",բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
39,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,"Ավտոտնակը (տրանսպորտային միջոցների կայանման համար հողամասի վրա կառուցված առանձին շինությունը), ավտոհանգրվանը,ավտոկայանատեղին",բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
40,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Արտադրական նշանակության շինությունը (արդյունաբերական և գյուղատնտեսական արտադրությունների տեղակայման և նրանց մեջ տեխնոլոգիական սարքավորումների շահագործման համար անհրաժեշտ պայմաններն ապահովող շինությունը),բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
41,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Հողին ամրակայված այլ անշարժ գույք,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
42,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Արտադրական նշանակության շինությունը (արդյունաբերական և գյուղատնտեսական արտադրությունների տեղակայման և նրանց մեջ տեխնոլոգիական սարքավորումների շահագործման համար անհրաժեշտ պայմաններն ապահովող շինությունը),բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
43,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Հողին ամրակայված այլ անշարժ գույք,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
44,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Հողամաս,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
45,ՀԿ_28,,ՀՈՎԻԿ ՆԻԿՈՂՈՍՅԱՆ ԱՇՈՏԻ,Հողամաս,բաժնային սեփականություն,1/7,Հայաստանի Հանրապետություն ԱՐԱԳԱԾՈՏՆ ՈՍԿԵՎԱԶ,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-27,Նվիրատվություն,Այո
46,ՀԿ_27,,ՀԱՅԿ ՄԱՆԱՆԴՅԱՆ ՍԵՐԳՈՅԻ,Հողամաս,բաժնային սեփականություն,1/2,Հայաստանի Հանրապետություն ԱՐՄԱՎԻՐ ՎԱՂԱՐՇԱՊԱՏ,Պաշտպանված,Պաշտպանված Պաշտպանված,2013-09-20,Ժառանգություն,Այո
47,ՀԿ_27,,ՀԱՅԿ ՄԱՆԱՆԴՅԱՆ ՍԵՐԳՈՅԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",բաժնային սեփականություն,1/2,Հայաստանի Հանրապետություն ԱՐՄԱՎԻՐ ՎԱՂԱՐՇԱՊԱՏ,Պաշտպանված,Պաշտպանված Պաշտպանված,2013-09-20,Ժառանգություն,Այո
48,ՀԿ_26,,ԽՈՐԵՆ ՄԵՋԼՈՒՄՅԱՆ ԳԵՎՈՐԳԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",բաժնային սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ՄԵՂՐԱՁՈՐ,Պաշտպանված,Պաշտպանված Պաշտպանված,2012-10-02,Նվիրատվություն,Այո
49,ՀԿ_25,,ԼԵՌՆԻԿ ՍՏԵՓԱՆՅԱՆ ՀԱՅԿԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ՋՐԱՀՈՎԻՏ,Պաշտպանված,Պաշտպանված Պաշտպանված,2000-04-25,Ժառանգություն,Այո
50,ՀԿ_25,,ԼԵՌՆԻԿ ՍՏԵՓԱՆՅԱՆ ՀԱՅԿԻ,"Անհատական բնակելի տունը` հողամասի վրա կառուցված, իր տնտեսական շինություններով",համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ՋՐԱՀՈՎԻՏ,Պաշտպանված,Պաշտպանված Պաշտպանված,2000-04-25,Ժառանգություն,Այո
51,ՀԿ_25,,ԼԵՌՆԻԿ ՍՏԵՓԱՆՅԱՆ ՀԱՅԿԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԱՐԱՐԱՏ ՋՐԱՀՈՎԻՏ,Պաշտպանված,Պաշտպանված Պաշտպանված,2000-04-25,Ժառանգություն,Այո
52,ՀԿ_24,,ԷԴԳԱՐ ՊՈՂՈՍՅԱՆ ՀԱՅԿԻ,"Բնակարանը` բազմաբնակարան բնակելի շենքում ֆիզիկական անձանց բնակության համար նախատեսված, իրավունքների պետական գրանցումն իրականացնող լիազոր մարմնում առանձին ծածկագրով գրանցված և համարակալված տարածքը,",բաժնային սեփականություն,1/6,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ԴԱՎԹԱՇԵՆ,Պաշտպանված,Պաշտպանված Պաշտպանված,1994--,Այլ,Այո
53,ՀԿ_23,Տվյալներ չկան,,,,,,,,,,
54,ՀԿ_22,,ՀՈՎՀԱՆՆԵՍ ԵՆՈՔՅԱՆ ԿԵՆՍԱԲԵՐԻ,"Հայաստանի Հանրապետության օրենսդրության համաձայն նոր կառուցված, ձեռք բերված և անշարժ գույքի կադաստր վարող լիազոր մարմնի կողմից հաշվառված ու գնահատված այն շինությունները, որոնք դեռևս չեն ստացել իրավունքների պետական գրանցում, ինչպես նաև սեփականության կամ հողօգտագործման իրավունք ունեցող անձանց կողմից այդ հողամաuի վրա ինքնակամ կառուցված շենքերը և շինությունները, այդ թվում՝ բազմաբնակարան շենքերում կամ շենքերին կից ինքնակամ կառույցները:",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՄԱԼԱԹԻԱ-ՍԵԲԱՍՏԻԱ,Պաշտպանված,Պաշտպանված Պաշտպանված,2005-04-01,Ժառանգություն,Այո
55,ՀԿ_22,,ՀՈՎՀԱՆՆԵՍ ԵՆՈՔՅԱՆ ԿԵՆՍԱԲԵՐԻ,"Հասարակական նշանակության շինությունը (բնակչության սոցիալական սպասարկման, ինչպես նաև վարչական ու հասարակական կազմակերպությունների տեղակայման համար նախատեսված շինությունը)",միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՄԱԼԱԹԻԱ-ՍԵԲԱՍՏԻԱ,Պաշտպանված,Պաշտպանված Պաշտպանված,2005-04-01,Ժառանգություն,Այո
56,ՀԿ_22,,ՀՈՎՀԱՆՆԵՍ ԵՆՈՔՅԱՆ ԿԵՆՍԱԲԵՐԻ,Հողամաս,բաժնային սեփականություն,1/2,Ռուսաստանի Դաշնություն Ղրիմի Հանրապետություն Սակի,Պաշտպանված,Պաշտպանված Պաշտպանված,2016-09-06,Գնում,Այո
57,ՀԿ_22,,ՀՈՎՀԱՆՆԵՍ ԵՆՈՔՅԱՆ ԿԵՆՍԱԲԵՐԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՄԱԼԱԹԻԱ-ՍԵԲԱՍՏԻԱ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-09-03,Այլ,Այո
58,ՀԿ_22,,ՀՈՎՀԱՆՆԵՍ ԵՆՈՔՅԱՆ ԿԵՆՍԱԲԵՐԻ,Հողամաս,միանձնյա սեփականություն,-,Հայաստանի Հանրապետություն ԵՐԵՎԱՆ ՄԱԼԱԹԻԱ-ՍԵԲԱՍՏԻԱ,Պաշտպանված,Պաշտպանված Պաշտպանված,2020-09-03,Այլ,Այո
59,ՀԿ_21,,ԷԴԻԿ ՀԱԿՈԲՅԱՆ ԱՐՄԵՆԱԿԻ,Հողամաս,համատեղ սեփականություն,-,Հայաստանի Հանրապետություն ԿՈՏԱՅՔ ՋՐՎԵԺ,Պաշտպանված,Պաշտպանված Պաշտպանված,2019-03-21,Գնում,Այո
