,,link,position,decl_title,decl_link
ՀԿ_39,1,http://cpcarmenia.am//hy/declarations-registry/user_id=31703/,ՀՀ ՊԵԿ քննչական վարչության թիվ 2 բաժնի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=92913/
ՀԿ_40,0,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=15669/
ՀԿ_40,1,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,ՀՀ հատուկ քննչական ծառայության ընդհանուր բնույթի հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=20990/
ՀԿ_40,2,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=42629/
ՀԿ_40,3,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=50031/
ՀԿ_40,4,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,Հատուկ քննչական ծառայության պետին առընթեր հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=66754/
ՀԿ_40,5,http://cpcarmenia.am//hy/declarations-registry/user_id=3495/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=86970/
ՀԿ_41,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,"ՀՀ Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=24437/
ՀԿ_41,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,ՀՀ քննչական կոմիտեի Երևան քաղաքի քննչական վարչության Երևան քաղաքի Կենտրոն և Նորք-Մարաշ վարչական շրջանների քննչական բաժնի քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=32282/
ՀԿ_41,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,"ՀՀ Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=45658/
ՀԿ_41,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,"ՀՀ Հատուկ քննչական ծառայության կոռուպցիոն, կազմակերպված և պաշտոնեական հանցագործությունների քննության վարչության հատկապես կարևոր գործերի քննիչ",Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=56621/
ՀԿ_41,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,ՀՀ Հատուկ քննչական ծառայության խոշտանգումների և մարդու դեմ ուղղված հանցագործությունների քննության վարչության հատկապես կարևոր գործերի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=73636/
ՀԿ_41,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5638/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԵՐՔԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ՎԱՐՉՈՒԹՅԱՆ ՀԱՏԿԱՊԵՍ ԿԱՐԵՎՈՐ ԳՈՐԾԵՐՈՎ ԱՎԱԳ ՔՆՆԻՉ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=96421/
ՀԴԴ_01,0,http://cpcarmenia.am//hy/declarations-registry/user_id=27148/,Սյունիքի մարզի առաջին ատյանի ընդհանուր իրավասության դատարանի դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=61925/
ՀԴԴ_01,1,http://cpcarmenia.am//hy/declarations-registry/user_id=27148/,Սյունիքի մարզի առաջին ատյանի ընդհանուր իրավասության դատարանի դատավոր,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=66727/
ՀԴԴ_01,2,http://cpcarmenia.am//hy/declarations-registry/user_id=27148/,Սյունիքի մարզի առաջին ատյանի ընդհանուր իրավասության դատարանի դատավոր,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=93457/
ՀԴԴ_02,0,http://cpcarmenia.am//hy/declarations-registry/user_id=25507/,Դատավորի օգնական,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=62979/
ՀԴԴ_02,1,http://cpcarmenia.am//hy/declarations-registry/user_id=25507/,Դատավորի օգնական,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=67783/
ՀԴԴ_02,2,http://cpcarmenia.am//hy/declarations-registry/user_id=25507/,Դատավորի օգնական,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=82505/
ՀԴԴ_02,3,http://cpcarmenia.am//hy/declarations-registry/user_id=25507/,ՀՀ Հակակոռուպցիոն դատարանի հակակոռուպցիոն քաղաքացիական գործերով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=102790/
ՀԴԴ_03,0,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ քննչական կոմիտեի Կոտայքի մարզային քննչական վարչության Նաիրիի քննչական բաժնի քննիչ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17666/
ՀԴԴ_03,1,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ քննչական կոմիտեի Կոտայքի մարզային քննչական վարչության Նաիրիի քննչական բաժնի քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=27743/
ՀԴԴ_03,2,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ քննչական կոմիտեի Կոտայքի մարզային քննչական վարչության ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=43922/
ՀԴԴ_03,3,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ ԱԱԾ քննչական դեպարտամենտի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=49422/
ՀԴԴ_03,4,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ ԱԱԾ քննչական դեպարտամենտի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=74924/
ՀԴԴ_03,5,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ ԱԱԾ քննչական դեպարտամենտի ավագ քննիչ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=87522/
ՀԴԴ_03,6,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ ԱԱԾ քննչական դեպարտամենտի ավագ քննիչ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=87525/
ՀԴԴ_03,7,http://cpcarmenia.am//hy/declarations-registry/user_id=5991/,ՀՀ Հակակոռուպցիոն դատարանի կոռուպցիոն հանցագործությունների վերաբերյալ վարույթներով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=101211/
ՀԴԴ_04,0,http://cpcarmenia.am//hy/declarations-registry/user_id=41983/,ՀՀ Հակակոռուպցիոն դատարանի կոռուպցիոն հանցագործությունների վերաբերյալ վարույթներով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100649/
ՀԴԴ_05,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության Հետաքննության և նախաքննության օրինականության նկատմամբ հսկողության վարչության ավագ դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22465/
ՀԴԴ_05,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության Հետաքննության և նախաքննության օրինականության նկատմամբ հսկողության վարչության ավագ դատախազ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=33444/
ՀԴԴ_05,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության Հետաքննության և նախաքննության օրինականության նկատմամբ հսկողության վարչության ավագ դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=40275/
ՀԴԴ_05,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության մարդու դեմ ուղղված հանցագործությունների գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48555/
ՀԴԴ_05,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության մարդու դեմ ուղղված հանցագործությունների գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=71416/
ՀԴԴ_05,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4580/,ՀՀ գլխավոր դատախազության մարդու դեմ ուղղված հանցագործությունների գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=90274/
ՀԴԴ_06,0,http://cpcarmenia.am//hy/declarations-registry/user_id=20427/,Հատուկ քննչական ծառայության պետի խորհրդական,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=49067/
ՀԴԴ_06,1,http://cpcarmenia.am//hy/declarations-registry/user_id=20427/,Հատուկ քննչական ծառայության պետի խորհրդական,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=63514/
ՀԴԴ_06,2,http://cpcarmenia.am//hy/declarations-registry/user_id=20427/,ՀՀ ՀԱԿԱԿՈՌՈՒՊՑԻՈՆ ԿՈՄԻՏԵԻ ՆԱԽԱԳԱՀԻ ԽՈՐՀՐԴԱԿԱՆ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=85664/
ՀԴԴ_06,3,http://cpcarmenia.am//hy/declarations-registry/user_id=20427/,չեմ աշխատում,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=89665/
ՀԴԴ_07,0,http://cpcarmenia.am//hy/declarations-registry/user_id=41984/,ՀՀ Հակակոռուպցիոն դատարանի կոռուպցիոն հանցագործությունների վերաբերյալ վարույթներով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100619/
ՀԴԴ_08,0,http://cpcarmenia.am//hy/declarations-registry/user_id=41985/,ՀՀ Հակակոռուպցիոն դատարանի հակակոռուպցիոն քաղաքացիական գործերով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=100618/
ՀԴԴ_09,0,http://cpcarmenia.am//hy/declarations-registry/user_id=26615/,ՀՀ կադաստրի կոմիտեի ղեկավարի տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=60800/
ՀԴԴ_09,1,http://cpcarmenia.am//hy/declarations-registry/user_id=26615/,ՀՀ կադաստրի կոմիտեի ղեկավարի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=65638/
ՀԴԴ_09,2,http://cpcarmenia.am//hy/declarations-registry/user_id=26615/,ՀՀ կադաստրի կոմիտեի ղեկավարի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=90921/
ՀԴԴ_10,0,http://cpcarmenia.am//hy/declarations-registry/user_id=36139/,ՀՀ դատական դեպարտամենտի ղեկավարի առաջին տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=100564/
ՀԴԴ_10,1,http://cpcarmenia.am//hy/declarations-registry/user_id=36139/,ՀՀ դատական դեպարտամենտի ղեկավարի առաջին տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=100709/
ՀԴԴ_10,2,http://cpcarmenia.am//hy/declarations-registry/user_id=36139/,ՀՀ դատական դեպարտամենտի ղեկավարի առաջին տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=101843/
ՀԴԴ_10,3,http://cpcarmenia.am//hy/declarations-registry/user_id=36139/,ՀՀ Հակակոռուպցիոն դատարանի կոռուպցիոն հանցագործությունների վերաբերյալ վարույթներով մասնագիտացմամբ դատավոր,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=103153/
ՀԴԴ_11,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=16876/
ՀԴԴ_11,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=23992/
ՀԴԴ_11,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=42625/
ՀԴԴ_11,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության հասարակական անվտանգության դեմ ուղղված   հանցագործությունների գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=54704/
ՀԴԴ_11,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության հասարակական անվտանգության դեմ ուղղված հանցագործությունների գործերով վարչության ավագ դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=71621/
ՀԴԴ_11,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4574/,ՀՀ գլխավոր դատախազության հասարակական անվտանգության դեմ ուղղված հանցագործությունների գործերով վարչության ավագ դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=92329/
ՀԴԴ_12,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17908/
ՀԴԴ_12,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=26451/
ՀԴԴ_12,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,ՀՀ գլխավոր դատախազության հատկապես կարևոր գործերով քննության նկատմամբ հսկողության վարչության ավագ  դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=44201/
ՀԴԴ_12,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,ՀՀ գլխավոր դատախազության ՀՀ հատուկ քննչական ծառայությունում  մինչդատական վարույթի օրինականության նկատմամբ հսկողության վարչության ավագ դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=57383/
ՀԴԴ_12,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,Լոռու մարզի  դատախազի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=73215/
ՀԴԴ_12,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,Լոռու մարզի  դատախազի տեղակալ,Պաշտոնատար անձի պաշտոնեական պարտականությունները դադարեցնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=85887/
ՀԴԴ_12,6,http://cpcarmenia.am//hy/declarations-registry/user_id=4572/,Լոռու մարզի  դատախազի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=86311/
ՀԴԴ_13,0,http://cpcarmenia.am//hy/declarations-registry/user_id=25453/,Դատավորի օգնական,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=60699/
ՀԴԴ_13,1,http://cpcarmenia.am//hy/declarations-registry/user_id=25453/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=67373/
ՀԴԴ_13,2,http://cpcarmenia.am//hy/declarations-registry/user_id=25453/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=87550/
ԱԾՈՒԳ_01,0,http://cpcarmenia.am//hy/declarations-registry/user_id=19258/,ՀՀ արդարադատության նախարարի տեղակալ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2019),http://cpcarmenia.am/hy/declarations-registry/id=46604/
ԱԾՈՒԳ_01,1,http://cpcarmenia.am//hy/declarations-registry/user_id=19258/,ՀՀ արդարադատության նախարարի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=55021/
ԱԾՈՒԳ_01,2,http://cpcarmenia.am//hy/declarations-registry/user_id=19258/,ՀՀ գլխավոր դատախազի՝ ապօրինի ծագում ունեցող գույքի բռնագանձմանն ուղղված գործառույթների ոլորտը համակարգող տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=76305/
ԱԾՈՒԳ_01,3,http://cpcarmenia.am//hy/declarations-registry/user_id=19258/,ՀՀ գլխավոր դատախազի՝ ապօրինի ծագում ունեցող գույքի բռնագանձմանն ուղղված գործառույթների ոլորտը համակարգող տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=97327/
ԱԾՈՒԳ_02,0,http://cpcarmenia.am//hy/declarations-registry/user_id=19060/,"Երևան քաղաքի Էրեբունի, Նուբարաշեն վարչական շրջանների դատախազության դատախազ",Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2019),http://cpcarmenia.am/hy/declarations-registry/id=46149/
ԱԾՈՒԳ_02,1,http://cpcarmenia.am//hy/declarations-registry/user_id=19060/,Էրեբունի և Նուբարաշեն վարչական շրջանների դատախազության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=48496/
ԱԾՈՒԳ_02,2,http://cpcarmenia.am//hy/declarations-registry/user_id=19060/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության պետ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=68784/
ԱԾՈՒԳ_02,3,http://cpcarmenia.am//hy/declarations-registry/user_id=19060/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության պետ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=88230/
ԱԾՈՒԳ_03,0,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2017),http://cpcarmenia.am/hy/declarations-registry/id=17287/
ԱԾՈՒԳ_03,1,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2017),http://cpcarmenia.am/hy/declarations-registry/id=22243/
ԱԾՈՒԳ_03,2,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ գլխավոր դատախազության Հատկապես կարևոր գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր (2018),http://cpcarmenia.am/hy/declarations-registry/id=40533/
ԱԾՈՒԳ_03,3,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ հատուկ քննչական ծառայությունում մինչդատական վարույթի օրինականության նկատմամբ հսկողության վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=50244/
ԱԾՈՒԳ_03,4,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=66206/
ԱԾՈՒԳ_03,5,http://cpcarmenia.am//hy/declarations-registry/user_id=4573/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության պետի տեղակալ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=100378/
ԱԾՈՒԳ_04,0,http://cpcarmenia.am//hy/declarations-registry/user_id=19953/,ՀՀ զինվորական կենտրոնական դատախազության պետական շահերի պաշտպանության բաժնի դատախազ,Պաշտոնատար անձի պաշտոնը ստանձնելու հայտարարագիր  (2019),http://cpcarmenia.am/hy/declarations-registry/id=47250/
ԱԾՈՒԳ_04,1,http://cpcarmenia.am//hy/declarations-registry/user_id=19953/,ՀՀ զինվորական կենտրոնական դատախազության պետական շահերի պաշտպանության բաժնի դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2019),http://cpcarmenia.am/hy/declarations-registry/id=47693/
ԱԾՈՒԳ_04,2,http://cpcarmenia.am//hy/declarations-registry/user_id=19953/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=70737/
ԱԾՈՒԳ_04,3,http://cpcarmenia.am//hy/declarations-registry/user_id=19953/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=93522/
ԱԾՈՒԳ_05,0,http://cpcarmenia.am//hy/declarations-registry/user_id=36727/,ՀՀ գլխավոր դատախազի՝ ապօրինի ծագում ունեցող գույքի բռնագանձմանն ուղղված գործառույթների ոլորտը համակարգող տեղակալի օգանական,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր--- (2022),http://cpcarmenia.am/hy/declarations-registry/id=81374/
ԱԾՈՒԳ_06,0,http://cpcarmenia.am//hy/declarations-registry/user_id=27822/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի պաշտոնեական պարտականություններն ստանձնելու հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=62189/
ԱԾՈՒԳ_06,1,http://cpcarmenia.am//hy/declarations-registry/user_id=27822/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր-- (2020),http://cpcarmenia.am/hy/declarations-registry/id=62932/
ԱԾՈՒԳ_06,2,http://cpcarmenia.am//hy/declarations-registry/user_id=27822/,ՀՀ գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ,Պաշտոնատար անձի տարեկան հայտարարագիր--- (2021),http://cpcarmenia.am/hy/declarations-registry/id=81698/
